"filename", "language", "JSON", "Markdown", "Shell Script", "TypeScript", "TypeScript JSX", "JavaScript", "JSON with Comments", "CSS", "MS SQL", "YAML", "comment", "blank", "total"
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\(medical)\cold-chain\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -159, 0, 0, 0, 0, 0, -2, -18, -179
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\(medical)\expiry\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -234, 0, 0, 0, 0, 0, -1, -20, -255
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\(medical)\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, -21, 0, 0, 0, 0, 0, -1, -7, -29
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\(onboarding)\license\actions.ts", "TypeScript", 0, 0, 0, -67, 0, 0, 0, 0, 0, 0, -4, -9, -80
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\(onboarding)\license\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -236, 0, 0, 0, 0, 0, -14, -30, -280
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\(onboarding)\setup\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -754, 0, 0, 0, 0, 0, -3, -60, -817
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\admin\payments\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -209, 0, 0, 0, 0, 0, -8, -22, -239
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\analytics\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -342, 0, 0, 0, 0, 0, -16, -31, -389
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\cron\daily-summary\route.ts", "TypeScript", 0, 0, 0, -47, 0, 0, 0, 0, 0, 0, -5, -13, -65
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\cron\recurring-invoices\route.ts", "TypeScript", 0, 0, 0, -108, 0, 0, 0, 0, 0, 0, -9, -22, -139
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\diagnostics\route.ts", "TypeScript", 0, 0, 0, -62, 0, 0, 0, 0, 0, 0, -5, -10, -77
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\download\route.ts", "TypeScript", 0, 0, 0, -40, 0, 0, 0, 0, 0, 0, -5, -13, -58
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\heartbeat\route.ts", "TypeScript", 0, 0, 0, -18, 0, 0, 0, 0, 0, 0, 0, -5, -23
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\hub\devices\route.ts", "TypeScript", 0, 0, 0, -13, 0, 0, 0, 0, 0, 0, 0, -3, -16
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\hub\info\route.ts", "TypeScript", 0, 0, 0, -26, 0, 0, 0, 0, 0, 0, 0, -5, -31
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\internal\backup\route.ts", "TypeScript", 0, 0, 0, -139, 0, 0, 0, 0, 0, 0, -4, -26, -169
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\messaging\events\route.ts", "TypeScript", 0, 0, 0, -29, 0, 0, 0, 0, 0, 0, -1, -8, -38
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\messaging\route.ts", "TypeScript", 0, 0, 0, -53, 0, 0, 0, 0, 0, 0, -2, -9, -64
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\portal\generate\route.ts", "TypeScript", 0, 0, 0, -39, 0, 0, 0, 0, 0, 0, -5, -11, -55
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\portal\verify\route.ts", "TypeScript", 0, 0, 0, -66, 0, 0, 0, 0, 0, 0, -8, -15, -89
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\sentinel\recording-complete\route.ts", "TypeScript", 0, 0, 0, -27, 0, 0, 0, 0, 0, 0, 0, -7, -34
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\sentinel\recording-started\route.ts", "TypeScript", 0, 0, 0, -27, 0, 0, 0, 0, 0, 0, 0, -7, -34
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\settings\route.ts", "TypeScript", 0, 0, 0, -109, 0, 0, 0, 0, 0, 0, 0, -11, -120
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\staff\invite\route.ts", "TypeScript", 0, 0, 0, -80, 0, 0, 0, 0, 0, 0, -6, -17, -103
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\startup\route.ts", "TypeScript", 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, -1, -5, -26
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\stock\[skuId]\route.ts", "TypeScript", 0, 0, 0, -32, 0, 0, 0, 0, 0, 0, -3, -8, -43
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\sync\status\route.ts", "TypeScript", 0, 0, 0, -26, 0, 0, 0, 0, 0, 0, -4, -5, -35
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\webhooks\easypaisa\route.ts", "TypeScript", 0, 0, 0, -52, 0, 0, 0, 0, 0, 0, -7, -15, -74
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\webhooks\jazzcash\route.ts", "TypeScript", 0, 0, 0, -57, 0, 0, 0, 0, 0, 0, -6, -16, -79
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\api\webhooks\stripe\route.ts", "TypeScript", 0, 0, 0, -63, 0, 0, 0, 0, 0, 0, -7, -14, -84
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\artisans\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, -2, -6
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\audit\[sessionId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -296, 0, 0, 0, 0, 0, -13, -33, -342
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\audit\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -434, 0, 0, 0, 0, 0, -7, -38, -479
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\batches\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, -2, -6
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\calculators\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -1373, 0, 0, 0, 0, 0, -89, -129, -1591
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\cashflow\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -467, 0, 0, 0, 0, 0, -6, -35, -508
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\cctv\cameras\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -278, 0, 0, 0, 0, 0, -3, -23, -304
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\cctv\cameras\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -322, 0, 0, 0, 0, 0, -6, -22, -350
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\cctv\detections\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -147, 0, 0, 0, 0, 0, -3, -9, -159
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\cctv\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -1160, 0, 0, 0, 0, 0, -37, -58, -1255
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\compliance\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, -21, 0, 0, 0, 0, 0, -1, -7, -29
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\compliance\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -194, 0, 0, 0, 0, 0, -1, -16, -211
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\converters\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -450, 0, 0, 0, 0, 0, -2, -58, -510
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -574, 0, 0, 0, 0, 0, -17, -66, -657
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\dealers\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, -2, -6
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\dispatch\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -369, 0, 0, 0, 0, 0, -12, -35, -416
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\export\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -192, 0, 0, 0, 0, 0, -6, -21, -219
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\file-morph\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -665, 0, 0, 0, 0, 0, -15, -66, -746
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\fleet\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -238, 0, 0, 0, 0, 0, -7, -23, -268
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\fulfillment\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, -2, -6
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\generators\barcode\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -245, 0, 0, 0, 0, 0, -3, -28, -276
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\generators\export-docs\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -304, 0, 0, 0, 0, 0, -4, -25, -333
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\generators\invoice\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -592, 0, 0, 0, 0, 0, -13, -33, -638
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\generators\label\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -275, 0, 0, 0, 0, 0, -4, -27, -306
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\generators\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -125, 0, 0, 0, 0, 0, -1, -15, -141
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\generators\payslip\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -460, 0, 0, 0, 0, 0, -14, -36, -510
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\generators\purchase-order\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -416, 0, 0, 0, 0, 0, -6, -29, -451
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\generators\qr\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -438, 0, 0, 0, 0, 0, -4, -28, -470
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\import\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -639, 0, 0, 0, 0, 0, -24, -57, -720
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\inventory\import\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -373, 0, 0, 0, 0, 0, -8, -44, -425
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\inventory\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -987, 0, 0, 0, 0, 0, -28, -101, -1116
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\invoices\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -457, 0, 0, 0, 0, 0, -9, -42, -508
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\invoices\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -748, 0, 0, 0, 0, 0, -37, -78, -863
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\invoices\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -363, 0, 0, 0, 0, 0, -1, -27, -391
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\invoices\recurring\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -126, 0, 0, 0, 0, 0, -4, -14, -144
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\invoices\recurring\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -94, 0, 0, 0, 0, 0, 0, -9, -103
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\karigars\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -806, 0, 0, 0, 0, 0, -17, -66, -889
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\khata\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -749, 0, 0, 0, 0, 0, -20, -63, -832
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\ledger\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, -1, -5
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\lens-legacy\history\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -193, 0, 0, 0, 0, 0, -3, -14, -210
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\lens-legacy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -602, 0, 0, 0, 0, 0, -24, -66, -692
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\mandi\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -255, 0, 0, 0, 0, 0, -7, -32, -294
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\menu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -185, 0, 0, 0, 0, 0, -10, -24, -219
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\messaging\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -317, 0, 0, 0, 0, 0, -11, -25, -353
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\network\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -246, 0, 0, 0, 0, 0, -6, -21, -273
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\orders\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -232, 0, 0, 0, 0, 0, -8, -23, -263
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\pairing\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -135, 0, 0, 0, 0, 0, -4, -19, -158
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\parties\[partyId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -686, 0, 0, 0, 0, 0, -9, -69, -764
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\parties\import\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -204, 0, 0, 0, 0, 0, -1, -25, -230
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\parties\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -551, 0, 0, 0, 0, 0, -4, -54, -609
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\payroll\[periodId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -530, 0, 0, 0, 0, 0, -13, -48, -591
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\payroll\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -383, 0, 0, 0, 0, 0, -9, -44, -436
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal-manager\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -235, 0, 0, 0, 0, 0, -7, -27, -269
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal\[businessSlug]\invoices\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -115, 0, 0, 0, 0, 0, 0, -9, -124
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal\[businessSlug]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -128, 0, 0, 0, 0, 0, 0, -11, -139
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal\auth\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -49, 0, 0, 0, 0, 0, -5, -10, -64
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal\dashboard\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -154, 0, 0, 0, 0, 0, -9, -15, -178
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal\invoices\InvoicesClient.tsx", "TypeScript JSX", 0, 0, 0, 0, -238, 0, 0, 0, 0, 0, -4, -14, -256
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal\invoices\[id]\pdf\route.ts", "TypeScript", 0, 0, 0, -45, 0, 0, 0, 0, 0, 0, -8, -13, -66
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal\invoices\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -31, 0, 0, 0, 0, 0, -1, -8, -40
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, -50, 0, 0, 0, 0, 0, -3, -9, -62
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\portal\view\[token]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -126, 0, 0, 0, 0, 0, 0, -15, -141
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\pos\close\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -319, 0, 0, 0, 0, 0, -8, -35, -362
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\pos\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -389, 0, 0, 0, 0, 0, -19, -47, -455
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\production\analytics\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -209, 0, 0, 0, 0, 0, -2, -27, -238
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\production\batches\[batchId]\costing\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -292, 0, 0, 0, 0, 0, -6, -32, -330
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\production\batches\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -168, 0, 0, 0, 0, 0, -3, -23, -194
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\production\daily-log\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -220, 0, 0, 0, 0, 0, -3, -24, -247
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\production\handover\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -328, 0, 0, 0, 0, 0, -11, -37, -376
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\production\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -572, 0, 0, 0, 0, 0, -12, -61, -645
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\profile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -364, 0, 0, 0, 0, 0, -10, -47, -421
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\promises\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -914, 0, 0, 0, 0, 0, -35, -82, -1031
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\purchase\[poId]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -393, 0, 0, 0, 0, 0, -9, -32, -434
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\purchase\grn\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -294, 0, 0, 0, 0, 0, -1, -20, -315
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\purchase\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, -23, 0, 0, 0, 0, 0, -3, -11, -37
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\purchase\manual\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -199, 0, 0, 0, 0, 0, -5, -28, -232
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\purchase\new\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -427, 0, 0, 0, 0, 0, -6, -33, -466
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\purchase\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -272, 0, 0, 0, 0, 0, -2, -22, -296
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\purchase\success\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -76, 0, 0, 0, 0, 0, -3, -10, -89
"c:\Users\omnora\OneDrive\Desktop\new_system\omnora-prime-v13\src\app-temp\purchase\suggestions\page.tsx", "TypeScript JSX", 0, 0, 0, 0, -201, 0, 0, 0, 0, 0, -2, -21, -224
